States,Regions,latitude,longitude,Dates,temperature,humidity,Usage,DayOfWeek,IsWeekend,Day,Month,Quarter,Lag1,Lag7,Lag14,Rolling7,Rolling14,Rolling30,RollingStd7
Andhra Pradesh,SR,14.7504291,78.57002559,2019-06-02,35.4,42,161.0,6,1,2,6,2,160.4,189.0,151.0,172.09999999999997,176.67857142857142,168.41,11.50941643467038
Andhra Pradesh,SR,14.7504291,78.57002559,2019-06-03,34.6,43,152.5,0,0,3,6,2,161.0,176.7,177.6,168.1,177.39285714285714,168.02333333333337,9.313073248575154
Andhra Pradesh,SR,14.7504291,78.57002559,2019-06-04,34.9,42,146.7,1,0,4,6,2,152.5,181.4,178.2,164.64285714285714,175.6,167.43666666666667,10.051012742149371
Andhra Pradesh,SR,14.7504291,78.57002559,2019-06-05,36.5,40,144.4,2,0,5,6,2,146.7,175.4,186.1,159.68571428571428,173.35,166.89333333333335,8.900080256459436
Andhra Pradesh,SR,14.7504291,78.57002559,2019-06-06,35.6,43,146.6,3,0,6,6,2,144.4,162.1,189.3,155.25714285714284,170.3714285714286,166.43666666666664,7.356370740805524
Andhra Pradesh,SR,14.7504291,78.57002559,2019-06-07,34.5,50,151.4,4,0,7,6,2,146.6,159.7,193.3,153.04285714285714,167.32142857142858,166.22,7.285798318842321
Andhra Pradesh,SR,14.7504291,78.57002559,2019-06-08,34.4,51,149.8,5,1,8,6,2,151.4,160.4,193.3,151.85714285714286,164.32857142857142,166.13666666666666,6.671296011734045
Andhra Pradesh,SR,14.7504291,78.57002559,2019-06-09,33.3,55,146.1,6,1,9,6,2,149.8,161.0,189.0,150.34285714285716,161.2214285714286,166.20666666666665,5.511157513884422
Andhra Pradesh,SR,14.7504291,78.57002559,2019-06-10,33.6,51,165.2,0,0,10,6,2,146.1,152.5,176.7,148.21428571428572,158.15714285714287,166.08666666666667,3.0262344981977494
Andhra Pradesh,SR,14.7504291,78.57002559,2019-06-11,34.3,44,166.6,1,0,11,6,2,165.2,146.7,181.4,150.02857142857144,157.33571428571432,166.45333333333335,7.0952364972824205
Andhra Pradesh,SR,14.7504291,78.57002559,2019-06-12,33.5,48,167.5,2,0,12,6,2,166.6,144.4,175.4,152.87142857142857,156.27857142857144,166.67333333333332,9.21063050424361
Andhra Pradesh,SR,14.7504291,78.57002559,2019-06-13,33.0,50,169.7,3,0,13,6,2,167.5,146.6,162.1,156.17142857142855,155.71428571428572,166.74666666666664,9.789571711045598
Andhra Pradesh,SR,14.7504291,78.57002559,2019-06-14,33.9,46,169.7,4,0,14,6,2,169.7,151.4,159.7,159.47142857142856,156.25714285714284,166.79666666666668,9.917949096749055
Andhra Pradesh,SR,14.7504291,78.57002559,2019-06-15,34.5,43,168.6,5,1,15,6,2,169.7,149.8,160.4,162.08571428571426,156.97142857142856,166.61333333333334,9.847407200447261
Andhra Pradesh,SR,14.7504291,78.57002559,2019-06-16,34.5,41,162.7,6,1,16,6,2,168.6,146.1,161.0,164.77142857142854,157.55714285714288,166.42999999999998,8.394782960409037
Andhra Pradesh,SR,14.7504291,78.57002559,2019-06-17,34.2,40,193.1,0,0,17,6,2,162.7,165.2,152.5,167.14285714285714,157.67857142857142,166.56333333333336,2.553988477431112
Andhra Pradesh,SR,14.7504291,78.57002559,2019-06-18,34.3,41,201.7,1,0,18,6,2,193.1,166.6,146.7,171.12857142857143,160.57857142857142,167.83666666666664,9.982770872143128
Andhra Pradesh,SR,14.7504291,78.57002559,2019-06-19,34.5,43,202.5,2,0,19,6,2,201.7,167.5,144.4,176.14285714285714,164.50714285714284,169.52666666666664,14.9222269498508
Andhra Pradesh,SR,14.7504291,78.57002559,2019-06-20,33.8,46,202.5,3,0,20,6,2,202.5,169.7,146.6,181.14285714285714,168.65714285714287,170.35666666666665,17.229031424009925
Andhra Pradesh,SR,14.7504291,78.57002559,2019-06-21,32.2,50,199.9,4,0,21,6,2,202.5,169.7,151.4,185.82857142857142,172.65,171.16666666666666,18.039467313431953
Andhra Pradesh,SR,14.7504291,78.57002559,2019-06-22,31.1,59,201.0,5,1,22,6,2,199.9,168.6,149.8,190.14285714285714,176.1142857142857,171.62666666666667,17.12754673451096
Andhra Pradesh,SR,14.7504291,78.57002559,2019-06-23,30.2,68,199.1,6,1,23,6,2,201.0,162.7,146.1,194.77142857142857,179.77142857142854,172.01666666666668,14.513983405175695
Andhra Pradesh,SR,14.7504291,78.57002559,2019-06-24,30.5,65,177.3,0,0,24,6,2,199.1,193.1,165.2,199.97142857142856,183.55714285714288,172.20999999999998,3.2866975754369867
Andhra Pradesh,SR,14.7504291,78.57002559,2019-06-25,30.8,62,180.6,1,0,25,6,2,177.3,201.7,166.6,197.71428571428572,184.42142857142855,171.67666666666668,9.091466433131878
Andhra Pradesh,SR,14.7504291,78.57002559,2019-06-26,29.5,70,182.4,2,0,26,6,2,180.6,202.5,167.5,194.70000000000002,185.42142857142855,171.39666666666668,10.873055381691676
Andhra Pradesh,SR,14.7504291,78.57002559,2019-06-27,30.8,58,184.3,3,0,27,6,2,182.4,202.5,169.7,191.82857142857145,186.48571428571427,171.58666666666664,11.121108201031397
Andhra Pradesh,SR,14.7504291,78.57002559,2019-06-28,31.3,54,182.8,4,0,28,6,2,184.3,199.9,169.7,189.22857142857146,187.52857142857144,171.68333333333334,10.308202928689708
Andhra Pradesh,SR,14.7504291,78.57002559,2019-06-29,30.3,58,183.0,5,1,29,6,2,182.8,201.0,168.6,186.78571428571428,188.46428571428572,171.93,9.33834899244833
Andhra Pradesh,SR,14.7504291,78.57002559,2019-06-30,29.9,62,178.7,6,1,30,6,2,183.0,199.1,162.7,184.21428571428572,189.4928571428571,172.62666666666667,6.942964921757865
Andhra Pradesh,SR,14.7504291,78.57002559,2019-07-01,30.4,60,164.3,0,0,1,7,3,178.7,177.3,193.1,181.3,190.6357142857143,173.26000000000002,2.5364016506324703
Andhra Pradesh,SR,14.7504291,78.57002559,2019-07-02,32.3,51,161.9,1,0,2,7,3,164.3,180.6,201.7,179.44285714285715,188.57857142857145,173.39,6.921670593832188
Andhra Pradesh,SR,14.7504291,78.57002559,2019-07-03,32.0,51,159.9,2,0,3,7,3,161.9,182.4,202.5,176.77142857142857,185.73571428571427,173.42,9.521154391793983
Andhra Pradesh,SR,14.7504291,78.57002559,2019-07-04,33.1,49,160.9,3,0,4,7,3,159.9,184.3,202.5,173.55714285714285,182.69285714285712,173.66666666666666,10.989063827711622
Andhra Pradesh,SR,14.7504291,78.57002559,2019-07-05,31.8,52,164.7,4,0,5,7,3,160.9,182.8,199.9,170.21428571428572,179.72142857142856,174.14,10.7325716973189
Andhra Pradesh,SR,14.7504291,78.57002559,2019-07-06,31.8,50,165.4,5,1,6,7,3,164.7,183.0,201.0,167.62857142857143,177.20714285714286,174.81666666666666,9.276621922106624
Andhra Pradesh,SR,14.7504291,78.57002559,2019-07-07,32.3,48,166.8,6,1,7,7,3,165.4,178.7,199.1,165.1142857142857,174.66428571428574,175.44333333333333,6.334674043555018
Andhra Pradesh,SR,14.7504291,78.57002559,2019-07-08,32.2,49,168.7,0,0,8,7,3,166.8,164.3,177.3,163.41428571428574,172.35714285714286,175.95666666666665,2.54324502124539
Andhra Pradesh,SR,14.7504291,78.57002559,2019-07-08,32.2,49,170.6,0,0,8,7,3,168.7,161.9,180.6,164.04285714285714,171.74285714285716,176.58666666666667,3.2454363563088817
Andhra Pradesh,SR,14.7504291,78.57002559,2019-07-09,31.8,50,169.3,1,0,9,7,3,170.6,159.9,182.4,165.28571428571428,171.02857142857144,177.4033333333333,3.8899136971690202
Andhra Pradesh,SR,14.7504291,78.57002559,2019-07-09,31.8,50,170.1,1,0,9,7,3,169.3,160.9,184.3,166.6285714285714,170.09285714285716,177.54,3.298340130890463
Andhra Pradesh,SR,14.7504291,78.57002559,2019-07-10,31.6,50,170.5,2,0,10,7,3,170.1,164.7,182.8,167.94285714285712,169.07857142857142,177.6566666666667,2.324404685688855
Andhra Pradesh,SR,14.7504291,78.57002559,2019-07-10,31.6,50,169.4,2,0,10,7,3,170.5,165.4,183.0,168.77142857142857,168.20000000000002,177.7566666666667,1.984703408331564
Andhra Pradesh,SR,14.7504291,78.57002559,2019-07-11,31.0,52,159.1,3,0,11,7,3,169.4,166.8,178.7,169.34285714285713,167.22857142857146,177.74666666666664,1.3151136108790147
Andhra Pradesh,SR,14.7504291,78.57002559,2019-07-11,31.0,52,175.1,3,0,11,7,3,159.1,168.7,164.3,168.24285714285716,165.82857142857142,177.39333333333335,4.0897665552187235
Andhra Pradesh,SR,14.7504291,78.57002559,2019-07-12,31.4,54,173.8,4,0,12,7,3,175.1,170.6,161.9,169.15714285714284,166.6,177.61,4.853128593273885
Andhra Pradesh,SR,14.7504291,78.57002559,2019-07-12,31.4,54,167.6,4,0,12,7,3,173.8,169.3,159.9,169.6142857142857,167.45000000000002,177.98,5.153131271834386
Andhra Pradesh,SR,14.7504291,78.57002559,2019-07-13,32.2,53,168.6,5,1,13,7,3,167.6,170.1,160.9,169.37142857142857,168.0,177.13000000000002,5.210154919549878
Andhra Pradesh,SR,14.7504291,78.57002559,2019-07-14,30.9,59,169.6,6,1,14,7,3,168.6,170.5,164.7,169.15714285714287,168.54999999999998,176.02666666666667,5.206040447677351
Andhra Pradesh,SR,14.7504291,78.57002559,2019-07-15,31.2,59,169.3,0,0,15,7,3,169.6,169.4,165.4,169.02857142857144,168.90000000000003,174.93,5.178389159353486
Andhra Pradesh,SR,14.7504291,78.57002559,2019-07-16,30.9,59,167.3,1,0,16,7,3,169.3,159.1,166.8,169.0142857142857,169.17857142857142,173.82333333333335,5.177331542866201
Andhra Pradesh,SR,14.7504291,78.57002559,2019-07-17,31.2,58,192.4,2,0,17,7,3,167.3,175.1,168.7,170.1857142857143,169.21428571428572,172.73666666666665,3.051463349185813
Andhra Pradesh,SR,14.7504291,78.57002559,2019-07-18,30.4,65,196.9,3,0,18,7,3,192.4,173.8,170.6,172.65714285714287,170.90714285714287,172.45,8.9669498981642
Andhra Pradesh,SR,14.7504291,78.57002559,2019-07-19,27.4,80,197.8,4,0,19,7,3,196.9,167.6,169.3,175.95714285714286,172.78571428571428,172.37666666666667,12.862200063604512
Andhra Pradesh,SR,14.7504291,78.57002559,2019-07-20,29.5,66,193.1,5,1,20,7,3,197.8,168.6,170.1,180.27142857142857,174.82142857142858,173.06,14.546444500944082
Andhra Pradesh,SR,14.7504291,78.57002559,2019-07-21,29.9,67,196.4,6,1,21,7,3,193.1,169.6,170.5,183.77142857142857,176.46428571428572,173.47666666666666,14.213809515832853
Andhra Pradesh,SR,14.7504291,78.57002559,2019-07-22,28.5,74,200.7,0,0,22,7,3,196.4,169.3,169.4,187.60000000000005,178.31428571428572,173.94333333333333,13.343163043296762
Andhra Pradesh,SR,14.7504291,78.57002559,2019-07-23,28.3,70,195.8,1,0,23,7,3,200.7,167.3,159.1,192.08571428571426,180.54999999999998,174.48999999999998,11.285009019554664
Andhra Pradesh,SR,14.7504291,78.57002559,2019-07-24,29.8,62,190.1,2,0,24,7,3,195.8,192.4,175.1,196.15714285714284,183.17142857142858,174.92333333333332,2.8147570308748673
Andhra Pradesh,SR,14.7504291,78.57002559,2019-07-25,29.6,65,192.8,3,0,25,7,3,190.1,196.9,173.8,195.82857142857142,184.24285714285716,175.16,3.399859941093154
Andhra Pradesh,SR,14.7504291,78.57002559,2019-07-26,27.7,74,187.7,4,0,26,7,3,192.8,197.8,167.6,195.24285714285716,185.6,175.63,3.534995116855566
Andhra Pradesh,SR,14.7504291,78.57002559,2019-07-27,27.3,73,193.6,5,1,27,7,3,187.7,193.1,168.6,193.8,187.03571428571428,176.41,4.296510211788398
Andhra Pradesh,SR,14.7504291,78.57002559,2019-07-28,27.4,73,192.6,6,1,28,7,3,193.6,196.4,169.6,193.87142857142857,188.82142857142858,177.46666666666667,4.2870791477472885
Andhra Pradesh,SR,14.7504291,78.57002559,2019-07-29,28.6,64,191.9,0,0,29,7,3,192.6,200.7,169.3,193.32857142857142,190.46428571428572,178.55666666666667,4.151993210380949
Andhra Pradesh,SR,14.7504291,78.57002559,2019-07-30,28.5,64,190.2,1,0,30,7,3,191.9,195.8,167.3,192.07142857142858,192.07857142857142,179.59,2.5843853464700817
Andhra Pradesh,SR,14.7504291,78.57002559,2019-07-31,29.9,57,193.4,2,0,31,7,3,190.2,190.1,192.4,191.27142857142854,193.71428571428572,180.44,2.049157782858393
Andhra Pradesh,SR,14.7504291,78.57002559,2019-08-01,29.8,58,197.0,3,0,1,8,3,193.4,192.8,196.9,191.74285714285716,193.78571428571428,181.37333333333333,2.11333633768789
Andhra Pradesh,SR,14.7504291,78.57002559,2019-08-02,27.3,69,204.0,4,0,2,8,3,197.0,187.7,197.8,192.34285714285716,193.79285714285717,182.38000000000002,2.9096718846275715
Andhra Pradesh,SR,14.7504291,78.57002559,2019-08-03,28.8,59,195.3,5,1,3,8,3,204.0,193.6,193.1,194.67142857142858,194.2357142857143,183.55666666666667,4.603880350934019
Andhra Pradesh,SR,14.7504291,78.57002559,2019-08-04,29.6,57,183.0,6,1,4,8,3,195.3,192.6,196.4,194.91428571428574,194.39285714285714,184.38000000000002,4.582731562226908
Andhra Pradesh,SR,14.7504291,78.57002559,2019-08-05,27.7,70,183.0,0,0,5,8,3,183.0,191.9,200.7,193.54285714285714,193.43571428571428,184.83666666666667,6.447701694624136
Andhra Pradesh,SR,14.7504291,78.57002559,2019-08-06,27.9,69,169.6,1,0,6,8,3,183.0,190.2,195.8,192.27142857142857,192.17142857142858,185.26666666666668,7.600156639989898
Andhra Pradesh,SR,14.7504291,78.57002559,2019-08-08,29.3,63,177.6,3,0,8,8,3,169.6,193.4,190.1,189.32857142857142,190.29999999999998,185.23666666666665,11.51560018492517
Andhra Pradesh,SR,14.7504291,78.57002559,2019-08-09,30.0,60,174.1,4,0,9,8,3,177.6,197.0,192.8,187.07142857142858,189.40714285714287,185.51000000000002,12.117303644749029
Andhra Pradesh,SR,14.7504291,78.57002559,2019-08-10,30.1,58,164.7,5,1,10,8,3,174.1,204.0,187.7,183.79999999999998,188.07142857142858,186.00999999999996,12.081252694429761
Andhra Pradesh,SR,14.7504291,78.57002559,2019-08-11,30.1,56,175.5,6,1,11,8,3,164.7,195.3,193.6,178.18571428571428,186.42857142857142,185.66333333333336,10.098420432824817
Andhra Pradesh,SR,14.7504291,78.57002559,2019-08-12,30.4,58,186.9,0,0,12,8,3,175.5,183.0,192.6,175.35714285714286,185.1357142857143,185.72,6.710404146511719
Andhra Pradesh,SR,14.7504291,78.57002559,2019-08-13,30.6,60,192.3,1,0,13,8,3,186.9,183.0,191.9,175.91428571428568,184.72857142857143,186.36333333333332,7.558974483228082
Andhra Pradesh,SR,14.7504291,78.57002559,2019-08-14,30.7,59,195.9,2,0,14,8,3,192.3,169.6,190.2,177.24285714285716,184.7571428571429,187.15333333333334,9.563447276454353
Andhra Pradesh,SR,14.7504291,78.57002559,2019-08-15,30.8,58,193.5,3,0,15,8,3,195.9,177.6,193.4,181.0,185.16428571428568,188.03,11.102702373746634
Andhra Pradesh,SR,14.7504291,78.57002559,2019-08-16,30.4,61,197.3,4,0,16,8,3,193.5,174.1,197.0,183.27142857142854,185.17142857142855,188.83666666666664,11.889731463986637
Andhra Pradesh,SR,14.7504291,78.57002559,2019-08-17,29.6,64,198.1,5,1,17,8,3,197.3,164.7,204.0,186.58571428571426,185.19285714285712,189.83666666666667,12.138015841620442
Andhra Pradesh,SR,14.7504291,78.57002559,2019-08-18,28.2,73,197.4,6,1,18,8,3,198.1,175.5,195.3,191.35714285714286,184.77142857142854,190.02666666666667,7.939533391591192
Andhra Pradesh,SR,14.7504291,78.57002559,2019-08-19,29.0,71,194.6,0,0,19,8,3,197.4,186.9,183.0,194.4857142857143,184.92142857142858,190.04333333333335,3.9742624353159597
Andhra Pradesh,SR,14.7504291,78.57002559,2019-08-20,28.8,73,194.6,1,0,20,8,3,194.6,192.3,183.0,195.58571428571432,185.75,189.93666666666667,2.1896944774930933
Andhra Pradesh,SR,14.7504291,78.57002559,2019-08-21,27.8,76,191.3,2,0,21,8,3,194.6,195.9,169.6,195.91428571428568,186.57857142857142,189.98666666666665,1.7410998166189366
Andhra Pradesh,SR,14.7504291,78.57002559,2019-08-22,26.0,86,155.9,3,0,22,8,3,191.3,193.5,177.6,195.2571428571429,188.12857142857143,189.81666666666666,2.4649929971892948
Andhra Pradesh,SR,14.7504291,78.57002559,2019-08-23,27.7,73,158.2,4,0,23,8,3,155.9,197.3,174.1,189.8857142857143,186.57857142857142,188.32333333333332,15.16788587459579
Andhra Pradesh,SR,14.7504291,78.57002559,2019-08-24,28.2,70,160.2,5,1,24,8,3,158.2,198.1,164.7,184.3,185.44285714285712,187.07000000000002,18.757220831811217
Andhra Pradesh,SR,14.7504291,78.57002559,2019-08-25,29.1,64,166.5,6,1,25,8,3,160.2,197.4,175.5,178.8857142857143,185.1214285714286,186.07333333333332,19.56258576734579
Andhra Pradesh,SR,14.7504291,78.57002559,2019-08-26,29.7,59,167.6,0,0,26,8,3,166.5,194.6,186.9,174.4714285714286,184.47857142857146,185.1966666666667,18.12178378689705
Andhra Pradesh,SR,14.7504291,78.57002559,2019-08-27,30.1,58,167.4,1,0,27,8,3,167.6,194.6,192.3,170.6142857142857,183.1,184.52666666666664,15.855117845817432
Andhra Pradesh,SR,14.7504291,78.57002559,2019-08-28,29.9,60,164.8,2,0,28,8,3,167.4,191.3,195.9,166.72857142857146,181.32142857142858,183.65333333333334,11.815486206064902
Andhra Pradesh,SR,14.7504291,78.57002559,2019-08-29,29.9,65,172.8,3,0,29,8,3,164.8,155.9,193.5,162.94285714285712,179.1,182.72666666666666,4.783254520670905
Andhra Pradesh,SR,14.7504291,78.57002559,2019-08-30,30.4,59,162.7,4,0,30,8,3,172.8,158.2,197.3,165.35714285714286,177.6214285714286,182.09,4.899611257659718
Andhra Pradesh,SR,14.7504291,78.57002559,2019-08-31,28.9,66,159.2,5,1,31,8,3,162.7,160.2,198.1,166.0,175.15,181.17333333333335,4.020364825899362
Andhra Pradesh,SR,14.7504291,78.57002559,2019-09-01,26.7,82,153.8,6,1,1,9,3,159.2,166.5,197.4,165.85714285714286,172.3714285714286,180.03333333333333,4.270775551292677
Andhra Pradesh,SR,14.7504291,78.57002559,2019-09-02,28.1,71,152.4,0,0,2,9,3,153.8,167.6,194.6,164.04285714285714,169.25714285714284,178.59333333333333,6.209631535728902
Andhra Pradesh,SR,14.7504291,78.57002559,2019-09-03,28.4,67,159.3,1,0,3,9,3,152.4,167.4,194.6,161.87142857142857,166.24285714285716,176.87333333333333,7.317265947905378
Andhra Pradesh,SR,14.7504291,78.57002559,2019-09-04,27.3,75,156.6,2,0,4,9,3,159.3,164.8,191.3,160.71428571428572,163.7214285714286,175.67333333333332,6.927344024811358
Andhra Pradesh,SR,14.7504291,78.57002559,2019-09-05,29.3,63,201.2,3,0,5,9,3,156.6,172.8,155.9,159.54285714285714,161.24285714285716,174.79333333333332,6.8136767223126045
Andhra Pradesh,SR,14.7504291,78.57002559,2019-09-06,30.0,58,205.1,4,0,6,9,3,201.2,162.7,158.2,163.6,164.47857142857143,175.4,16.94550087781399
Andhra Pradesh,SR,14.7504291,78.57002559,2019-09-08,30.3,57,204.3,6,1,8,9,3,205.1,159.2,160.2,169.65714285714284,167.82857142857142,176.58333333333334,23.048923123279604
Andhra Pradesh,SR,14.7504291,78.57002559,2019-09-09,31.3,54,201.3,0,0,9,9,3,204.3,153.8,166.5,176.09999999999997,170.97857142857143,177.47333333333333,25.780224979623384
Andhra Pradesh,SR,14.7504291,78.57002559,2019-09-10,30.8,58,198.5,1,0,10,9,3,201.3,152.4,167.6,182.8857142857143,173.46428571428572,178.38000000000002,25.176538587305732
Andhra Pradesh,SR,14.7504291,78.57002559,2019-09-11,31.1,57,192.9,2,0,11,9,3,198.5,159.3,167.4,189.4714285714286,175.67142857142858,179.50666666666666,21.656308879532425
Andhra Pradesh,SR,14.7504291,78.57002559,2019-09-12,30.6,59,172.3,3,0,12,9,3,192.9,156.6,164.8,194.27142857142854,177.4928571428571,180.08666666666664,17.098412624735555
Andhra Pradesh,SR,14.7504291,78.57002559,2019-09-13,31.1,55,178.1,4,0,13,9,3,172.3,201.2,172.8,196.51428571428573,178.02857142857144,179.6,11.420220163001705
Andhra Pradesh,SR,14.7504291,78.57002559,2019-09-14,30.8,61,181.9,5,1,14,9,3,178.1,205.1,162.7,193.21428571428572,178.40714285714284,179.12666666666667,13.06029971215937
Andhra Pradesh,SR,14.7504291,78.57002559,2019-09-15,29.3,68,179.2,6,1,15,9,3,181.9,204.3,159.2,189.90000000000003,179.77857142857144,178.66,12.471834935833122
Andhra Pradesh,SR,14.7504291,78.57002559,2019-09-16,28.6,72,169.0,0,0,16,9,3,179.2,201.3,153.8,186.3142857142857,181.20714285714283,178.18333333333334,11.18338478449595
Andhra Pradesh,SR,14.7504291,78.57002559,2019-09-17,26.7,84,165.5,1,0,17,9,3,169.0,198.5,152.4,181.7,182.29285714285714,177.23999999999998,10.619008114383034
Andhra Pradesh,SR,14.7504291,78.57002559,2019-09-18,26.5,86,164.9,2,0,18,9,3,165.5,192.9,159.3,176.98571428571427,183.22857142857143,176.1533333333333,9.139735330126388
Andhra Pradesh,SR,14.7504291,78.57002559,2019-09-19,26.3,87,193.5,3,0,19,9,3,164.9,172.3,156.6,172.9857142857143,183.6285714285714,175.07000000000002,6.855758788888833
Andhra Pradesh,SR,14.7504291,78.57002559,2019-09-20,26.8,83,193.9,4,0,20,9,3,193.5,178.1,201.2,176.0142857142857,186.2642857142857,175.03333333333333,10.31316772730023
Andhra Pradesh,SR,14.7504291,78.57002559,2019-09-21,28.2,79,193.9,5,1,21,9,3,193.9,181.9,205.1,178.27142857142857,185.74285714285716,175.01000000000002,12.369682599769744
Andhra Pradesh,SR,14.7504291,78.57002559,2019-09-22,27.5,82,195.6,6,1,22,9,3,193.9,179.2,204.3,179.98571428571427,184.94285714285715,175.09666666666666,13.714764376567354
Andhra Pradesh,SR,14.7504291,78.57002559,2019-09-23,27.5,85,193.5,0,0,23,9,3,195.6,169.0,201.3,182.32857142857145,184.32142857142858,176.42000000000002,14.907125173968995
Andhra Pradesh,SR,14.7504291,78.57002559,2019-09-24,27.3,80,187.8,1,0,24,9,3,193.5,165.5,198.5,185.82857142857145,183.7642857142857,177.59666666666666,14.111072990824633
Andhra Pradesh,SR,14.7504291,78.57002559,2019-09-25,26.9,84,178.1,2,0,25,9,3,187.8,164.9,192.9,189.01428571428573,183.0,178.51666666666668,10.911221833725206
Andhra Pradesh,SR,14.7504291,78.57002559,2019-09-26,27.0,84,165.1,3,0,26,9,3,178.1,193.5,172.3,190.9,181.94285714285715,178.9033333333333,6.151693533762324
Andhra Pradesh,SR,14.7504291,78.57002559,2019-09-27,27.7,81,164.4,4,0,27,9,3,165.1,193.9,178.1,186.84285714285716,181.42857142857142,178.82000000000002,11.333704475715656
Andhra Pradesh,SR,14.7504291,78.57002559,2019-09-28,28.3,73,156.5,5,1,28,9,3,164.4,193.9,181.9,182.6285714285714,180.45000000000002,178.71999999999997,13.54175201438306
Andhra Pradesh,SR,14.7504291,78.57002559,2019-09-29,28.7,68,152.3,6,1,29,9,3,156.5,195.6,179.2,177.28571428571428,178.6357142857143,178.4433333333333,15.578342720095803
Andhra Pradesh,SR,14.7504291,78.57002559,2019-09-30,29.1,65,154.9,0,0,30,9,3,152.3,193.5,169.0,171.09999999999997,176.71428571428572,177.76000000000002,15.690442951045068
Andhra Pradesh,SR,14.7504291,78.57002559,2019-10-01,29.4,66,155.4,1,0,1,10,4,154.9,187.8,165.5,165.58571428571432,175.70714285714286,177.5,13.070122235009704
Andhra Pradesh,SR,14.7504291,78.57002559,2019-10-02,29.3,67,149.7,2,0,2,10,4,155.4,178.1,164.9,160.95714285714286,174.9857142857143,177.37333333333333,8.99330438768329
